,Depot,Motorhuset AS,"Lobyvegen 2, 6789 Loen","Loenvegen 2, 6789 Loen","Kongshaug, 6350 Eidsbygda","Tafjord, 6214 Norddal",Alnes Fyr og opplevelsessenter,Anno,"Brattvåg, 6270 Brattvåg",Brattvåg Fjordhotell,AMFI MOA - BRO - NORD - SYD,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Langelandsvegen 47, 6010 Ålesund",KIPERVIKGATA 5,PARKGATA 11B,"Ålesund, 6008 Ålesund","Eidsgata 12, 6770 Nordfjordeid","Kongensgate 1, 6002 Ålesund","Dregesvegen 2, 6200 Stranda","Kirkegata 4, 6002 Ålesund",Egon Ålesund,"Skulevegen 1, 6770 Nordfjordeid",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ålesund, 6002 Ålesund",Felleskjøpet Nordfjordeid,Felleskjøpet Volda,"Langevåg, 6030 Langevåg",SKARBØVIKGATA 26,"Ørskog, 6240 Ørskog","Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Løvenvoldgata 6, 6002 Ålesund",APOTEKERGATA 5,"Gate 1, 6718 Deknepollen","Kyaborga 4, 6150 Ørsta","Sjukehusveien 14, 6770 Nordfjordeid",Hornindal skisenter,"Apotekergata 5, 6004 Ålesund",APOTEKERGATA 1-3,KONGENS GATE 28A,Isehaug kafeteria,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Hjelledalen,Joker Larsnes,Joker Loen,Joker Stadlandet,Joker Stordal,Joker Vatne,Vigra post i butikk,Joker Åheim,KONGENS GATE 11,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta","Bryggja, 6720 Bryggja",Meny Fosnavåg,LERSTADVEGEN 291,"HIG, 6010 Ålesund",SKATEFLUKAIA 1B,"Selje, 6740 Selje",KEISER WILHELMS GATE 2,"Valldal, 6210 Valldal","Måløy, 6700 Måløy","Tonningsgata, 6783 Stryn","Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",SKANSEKAIA 4A,"Søvika, 6065 Ulsteinvik",Nordfjord hotell,Quality Hotel Ulstein,Quality Hotel Waterfront,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Storgata 16, 6002 Ålesund","Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,BLINDHEIM INDUSTRIVEG 2D,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Ørskog,Storfjord Gastropub,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sunnmøre Folkehøgskule,KONGENS GATE 32A,"Gate 1 17, 6718 Deknepollen",Tik Café & Restaurant,"Brugata 4, 6390 Vestnes","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",KEISER WILHELMS GATE 39,Zuuma,"Borgundvegen 340, 6009 Ålesund"
AMFI MOA - BRO - NORD - SYD,5972.8,32343.2,125210.3,125926.9,35736.3,58981.8,30409.3,11305.7,36320.6,36314.2,0.0,36402.0,111620.3,117648.3,23597.4,18474.4,17038.8,134409.3,131249.6,29228.8,11421.7,1274.9,123802.5,25194.7,114763.7,11311.4,33769.5,20741.0,73717.2,23350.0,14214.4,58831.2,49701.7,14929.9,19520.3,10909.3,10918.5,8753.5,117059.9,11439.0,51697.2,11327.7,11018.9,117518.6,3839.4,23457.5,7066.0,564.4,17916.6,22074.2,49686.7,11219.8,11480.9,117598.5,55704.2,16730.5,13730.9,28970.3,117431.7,117175.2,11654.9,11418.1,132906.4,49754.1,117247.8,99918.1,11560.6,11434.4,11615.2,114973.4,25900.0,54169.9,74114.6,143749.2,59567.2,125181.2,133500.5,48048.7,25480.7,29080.8,97141.3,11283.2,49391.7,59886.1,10442.2,21007.3,60387.1,18124.4,13761.7,8899.5,1052.3,129916.7,7564.0,5830.0,5998.3,9131.0,14255.7,51340.3,114757.5,33762.9,13907.6,11258.0,42564.2,16087.5,11839.1,1543.7,54860.4,116199.2,4605.6,564.0,49484.1,152754.8,61300.9,3509.1,1255.0,11387.0,114461.0,11353.7,74073.1,132943.1,114938.4,159906.9,12571.8,11631.5,33893.8,116884.3,35144.7,11534.5,11143.0,67554.9,11306.9,51352.6,6579.7,25611.7,80679.9,59691.4,92288.4,52896.2,16738.5,138562.6,1158.6,36557.6,49909.4,42565.6,56766.6,32691.2,74090.7,29322.4,59601.9,2256.4,4338.7,25411.8,34533.4,28986.9,51330.2,51182.5,114947.9,27349.7,31937.0,11624.3,132914.0,49298.5,56133.9,55758.4,10797.1,11032.2,11315.2,12278.9
Bunnpris Brattvåg,41823.9,68194.4,161228.9,161945.5,25888.1,85396.4,58600.7,46839.9,135.2,87.8,36236.7,0.0,147471.4,153499.4,59448.5,44889.0,52890.0,170260.4,167268.2,33937.5,46955.8,36425.8,159653.6,51609.3,150782.3,46845.6,69620.6,48932.4,78425.9,13501.7,50065.5,94682.4,85552.8,22088.9,36403.8,46443.5,46452.6,43832.1,152911.1,46973.1,78111.8,46861.8,46553.1,153369.7,39690.5,59308.6,42144.6,36417.1,44331.2,50265.6,85537.9,46753.9,47015.0,153449.6,91555.4,52581.7,49265.0,33679.0,153282.8,153026.4,47189.0,46952.2,168757.6,85605.3,153099.0,126332.7,47094.7,46968.6,47149.3,150991.9,54091.4,90021.1,100529.2,148457.9,95418.3,161199.8,169351.6,52757.5,15632.4,57272.2,132992.4,46817.4,85242.8,95737.3,45976.4,23849.1,96238.3,44539.0,49295.9,43978.0,36203.2,165767.8,42642.6,41428.0,41849.4,44209.5,50106.8,77754.9,150776.1,69614.0,49441.7,46792.1,78415.3,51938.7,47373.3,35135.9,51545.4,152050.3,40842.3,36020.1,85335.2,188605.9,97152.0,39107.2,37107.6,46921.1,150312.2,46887.8,78781.8,168794.3,150956.9,195925.4,48106.0,47165.6,69744.9,152735.5,70995.8,47068.6,46677.1,32269.0,46841.0,77767.2,42430.8,30052.8,116531.0,95542.6,128306.9,88747.3,52589.6,174413.8,36309.6,72408.7,76324.0,16207.9,61475.4,68542.3,78799.5,65173.5,95453.0,38493.1,40189.8,53603.2,70384.6,33695.6,77744.8,77597.1,150966.5,55541.1,67788.2,47158.4,168765.2,85149.7,50459.0,51296.7,46331.3,46566.3,46849.3,47813.0
Bunnpris Bryggja,126115.9,80106.9,88431.9,89148.6,164501.3,131471.8,159367.2,140263.6,165085.5,165079.1,129336.1,165166.9,0.0,32316.5,88592.8,151815.0,132937.5,23265.2,94471.3,157993.7,140379.6,129058.1,40751.6,144747.5,77985.4,140269.3,79167.8,149698.9,142399.9,152114.9,130113.0,71216.3,80296.5,143694.8,148478.2,139867.2,139876.3,137711.4,32703.3,140396.8,124187.1,140285.5,139976.8,33372.6,127191.9,88531.0,136023.9,129132.8,152250.2,151032.0,79734.8,140177.6,140438.8,33452.5,74885.3,132629.1,142688.7,157735.2,32537.3,33029.2,140612.7,140375.9,21762.3,79887.3,32723.9,75455.2,140518.4,140392.3,140573.0,78195.0,154857.9,57615.9,95821.3,106978.8,52120.6,88402.8,50449.6,143384.9,154245.6,158038.7,14646.2,140241.1,79950.7,72947.6,139400.1,149772.2,72772.2,152085.6,142719.6,137857.3,129058.2,18772.6,136521.9,134898.3,129350.7,138088.8,130154.3,123830.3,77979.2,79161.2,142865.4,140215.9,69931.3,131986.2,140797.0,130442.4,183625.3,32707.8,133673.9,129438.3,80046.4,39555.1,88668.0,132577.4,129222.4,140344.8,31410.1,140311.5,142755.8,21799.0,78160.0,82208.5,141529.7,140589.4,79486.9,33138.0,79119.3,140492.3,140100.8,196319.8,140264.7,123842.5,122667.7,154569.5,33314.6,87058.6,68178.0,76749.0,132637.1,27418.6,128891.8,77592.3,123287.6,171330.5,185531.5,80167.1,142773.4,100000.0,72608.7,131411.7,126477.8,154369.7,79793.0,157751.8,123820.1,124161.4,78169.6,156307.6,81023.2,140582.1,21769.9,80120.0,184898.8,184523.3,139755.0,139990.1,140273.0,141236.7
Bunnpris Eid,94492.7,72202.7,56732.2,57448.8,132878.1,99772.0,127744.0,108640.4,133462.3,133455.9,97712.9,133543.7,32327.4,0.0,80688.6,120115.2,101314.3,55592.6,62771.5,126370.5,108756.4,97434.9,73079.0,113047.8,46285.6,108646.1,71263.7,118075.7,110700.1,120491.7,98489.8,39593.1,48673.2,112071.6,116855.0,108244.0,108253.1,106088.2,861.2,108773.6,92487.4,108662.3,108353.6,894.2,95568.7,80626.9,104400.7,97509.6,120550.4,119408.8,48111.6,108554.4,108815.6,974.2,43262.1,101005.9,111065.5,126112.0,297.8,473.0,108989.5,108752.7,54089.8,48264.1,484.4,43755.4,108895.2,108769.1,108949.8,46495.2,123234.6,79445.4,64121.5,75279.1,84842.6,56703.1,82777.0,111685.1,122622.4,126415.5,46973.7,108617.9,48327.5,41324.4,107776.9,118149.0,41149.0,120385.9,111096.4,106234.1,97435.0,51100.0,104898.7,103275.1,97727.5,106465.6,98531.1,92130.5,46279.4,71257.1,111242.2,108592.6,67839.7,100363.0,109173.8,98819.2,152002.1,1084.6,102050.7,97815.1,48423.2,36502.7,86576.4,100954.2,97599.1,108721.6,63737.6,108688.3,111056.0,54126.5,46460.2,50054.5,109906.5,108966.1,71582.8,983.9,71215.1,108869.1,108477.6,164696.6,108641.5,92142.8,91044.5,122946.3,65642.1,84966.9,36478.3,45125.8,101013.9,59746.0,97268.6,69688.1,91587.9,139707.3,153908.4,72263.0,111073.7,68376.8,40985.5,99788.5,94854.6,122746.5,71888.9,126128.6,92120.3,92461.6,46469.8,124684.4,73119.1,108958.9,54097.4,48496.7,153275.6,152900.1,108131.8,108366.9,108649.8,109613.5
Bunnpris Hareid,20320.0,9401.7,110253.3,110970.0,58705.4,76538.5,53571.3,34467.7,59289.6,59283.3,23540.3,59371.1,88678.7,102691.3,0.0,36031.1,22736.9,111467.7,116292.6,52197.8,34583.7,23262.3,100860.9,42751.3,99806.7,34473.4,10827.9,43903.0,96686.3,46319.1,19912.4,41901.6,42175.2,37899.0,42682.3,34071.3,34080.4,31915.5,102102.9,34601.0,69253.8,34489.7,34180.9,102561.6,21396.0,515.9,30228.0,23336.9,35473.2,45236.2,41613.6,34381.8,34642.9,102641.5,38774.6,22428.6,36892.9,51939.3,102474.7,102218.2,34816.9,34580.1,109964.9,41766.1,102290.8,80517.6,34722.6,34596.4,34777.2,100016.4,49062.0,31228.4,100883.6,128800.2,36625.6,110224.2,110558.9,71017.8,48449.7,52242.8,74199.7,34445.2,41829.5,42956.5,33604.2,43976.4,43457.4,35681.0,36923.7,32061.5,23262.4,106975.1,30726.0,29102.4,23554.9,32293.0,19953.7,68896.9,99800.5,10821.3,37069.6,34420.0,19622.6,21785.6,35001.1,24646.5,77829.5,101242.2,27878.1,23642.4,41925.2,137797.8,38359.3,26781.6,23426.5,34549.0,91519.5,34515.7,97042.2,110001.6,99981.4,144949.9,35733.8,34793.5,10952.2,101927.3,12203.1,34696.4,34305.0,90524.0,34468.9,68909.2,16871.9,48773.7,57738.3,36749.9,77331.4,39784.3,22436.5,115621.1,23096.0,13616.0,67466.1,65534.7,79735.7,9749.6,97059.8,61878.8,42672.2,25615.9,20681.9,48573.8,11591.9,51955.9,68886.8,68739.1,99991.0,50511.7,8995.4,34786.3,109972.5,41998.7,79103.0,78727.4,33959.1,34194.2,34477.1,35440.9
"Ikornes, 6222 Ikornnes",18866.6,45237.0,116699.3,117415.9,44108.3,40866.8,48515.6,29412.0,44692.5,44686.2,18484.6,44774.0,151828.9,120140.7,36491.2,0.0,29932.6,175094.1,122738.6,30615.2,29528.0,18206.5,154826.9,7079.7,106252.7,29417.7,46663.3,38847.3,51794.9,31722.0,27108.2,62262.1,53132.5,23301.9,37626.6,29015.6,29024.7,26859.8,119552.4,29545.2,33582.2,29433.9,29125.2,120011.1,15014.9,36351.3,25172.3,18281.2,557.9,40180.4,53117.6,29326.0,29587.2,120091.0,59135.1,29624.3,31837.2,30356.7,119924.2,119667.7,29761.2,29524.4,173591.2,53185.0,119740.3,81803.1,29666.8,29540.7,29721.5,106462.3,44006.3,67063.7,55999.6,135246.2,72461.0,116670.2,164524.9,49435.2,33852.6,47187.1,128165.7,29389.5,52822.5,63317.0,28548.5,25131.5,63818.0,563.8,31868.0,27005.7,18206.6,170601.5,25670.3,24046.7,12790.4,27237.2,27149.5,33225.3,106246.5,46656.7,32013.8,29364.3,55458.0,28981.3,29945.4,19590.8,56246.9,119448.6,22822.3,18586.7,52915.0,156004.2,74194.7,21725.8,18370.8,29493.2,145485.4,29459.9,52150.8,173627.9,106427.3,151395.8,30678.1,29737.8,46787.6,119376.8,48038.5,29640.7,29249.2,75926.9,29413.1,33237.6,19473.5,40298.6,111704.3,72585.2,83777.3,56327.1,29632.3,179247.5,18040.2,49451.4,31794.4,50937.6,58153.1,45585.0,52168.5,32753.3,63032.7,20560.1,15482.4,43518.1,47427.2,30373.3,33215.2,33067.5,106436.9,45456.0,44830.8,29730.5,173598.9,52729.4,57520.4,57144.9,28903.4,29138.5,29421.4,30385.2
Bunnpris Langevåg,13913.4,31602.9,128882.2,129598.9,52298.8,70131.8,47164.7,28061.1,52883.0,52876.6,17133.7,52964.4,110880.0,121320.2,22857.0,29624.4,0.0,133668.9,134921.6,45791.2,28177.1,16855.6,123062.2,36344.7,118435.6,28066.8,33029.2,37496.4,90279.6,39912.4,2905.1,62503.2,53373.6,31492.3,36275.7,27664.7,27673.8,25508.9,120731.9,28194.3,62847.2,28083.0,27774.3,121190.5,14989.4,22717.2,23821.4,16930.3,29066.5,38829.5,53358.7,27975.1,28236.3,121270.4,59376.2,694.3,30486.3,45532.7,121103.6,120847.1,28410.3,28173.5,132166.1,53426.1,120919.8,99146.5,28315.9,28189.8,28370.6,118645.3,42655.3,53429.6,85264.6,147429.1,58826.8,128853.1,132760.1,64611.2,42043.1,45836.2,96401.0,28038.6,53063.6,63558.1,27197.6,37569.7,64059.1,29274.4,30517.1,25654.8,16855.7,129176.4,24319.4,22695.8,17148.2,25886.3,2946.4,62490.3,118429.4,33022.6,30662.9,28013.4,41823.9,964.3,28594.5,18239.9,71422.8,119871.1,21471.4,17235.8,53156.0,156426.7,60560.6,20374.9,17019.9,28142.3,113720.7,28109.0,90635.5,132202.8,118610.3,163578.8,29327.2,28386.8,33153.5,120556.3,34404.3,28289.8,27898.3,84117.3,28062.2,62502.6,10465.2,42367.0,79939.5,58951.1,95960.3,56568.1,702.3,137822.3,16689.3,35817.2,61059.4,59128.0,73329.1,31950.8,90653.2,32994.3,63273.8,19209.2,14275.3,42167.2,33793.1,45549.3,62480.2,62332.5,118619.9,44105.1,31196.7,28379.6,132173.7,52970.5,72696.3,72320.8,27552.5,27787.6,28070.5,29034.3
Bunnpris Oldeide,149378.6,102920.2,111694.6,112411.3,187764.0,154734.5,182629.9,163526.3,188348.2,188341.8,152598.9,188429.6,23262.7,55579.2,111406.1,175077.7,156200.2,0.0,117734.0,181256.4,163642.3,152320.8,63565.0,168010.2,101248.1,163532.0,101981.2,172961.6,165662.6,175377.6,153375.7,94479.0,103559.2,166957.5,171740.9,163129.9,163139.0,160974.1,55966.0,163659.5,147449.8,163548.2,163239.5,56635.3,150454.6,111344.4,159286.6,152395.5,175512.9,174294.7,102997.5,163440.3,163701.5,56715.2,98148.0,155891.9,165951.4,180997.9,55800.0,56291.9,163875.4,163638.6,2795.6,103150.0,55986.6,98717.9,163781.1,163655.0,163835.7,101457.7,178120.5,80429.2,119084.0,130241.5,74933.9,111665.6,73262.9,166647.6,177508.3,181301.4,37459.6,163503.8,103213.4,96210.3,162662.8,173034.9,96034.9,175348.3,165982.3,161120.0,152320.9,4683.3,159784.6,158161.0,152613.4,161351.5,153417.0,147093.0,101241.8,101974.6,166128.1,163478.6,92744.7,155248.9,164059.7,153705.1,206888.0,55970.5,156936.6,152701.0,103309.1,44545.7,111481.3,155840.1,152485.1,163607.5,47962.6,163574.2,166018.5,2758.9,101422.7,105471.2,164792.4,163852.0,102300.3,56400.7,101932.6,163755.0,163363.5,219582.5,163527.4,147105.2,145930.4,177832.2,56128.0,109871.9,91440.7,100011.7,155899.8,8785.1,152154.5,100405.6,146550.3,194593.2,208794.2,102980.5,166036.1,123262.7,95871.4,154674.4,149740.5,177632.4,102606.3,181014.5,147082.8,147424.1,101432.3,179570.3,103836.6,163844.8,2788.0,103382.7,208161.5,207786.0,163017.7,163252.8,163535.7,164499.4
Bunnpris Olden,128070.5,107825.7,7127.3,7254.3,166496.1,102393.6,161321.8,142218.2,167080.4,167074.0,131290.7,167161.8,94527.8,62839.7,116311.6,122736.8,134892.1,117793.0,0.0,153003.1,142334.1,131012.7,135279.4,115669.3,17027.4,142223.9,106886.7,151653.5,124172.2,154109.8,132067.6,74492.0,82526.2,145689.7,150432.8,141821.8,141830.9,139666.0,62251.3,142351.4,95108.9,142240.1,141931.4,62710.0,129146.5,116249.9,137978.5,131087.4,123172.0,152986.6,81924.3,142132.2,142393.4,62789.9,78885.1,134583.7,144643.4,152744.6,62623.1,62366.6,142567.4,142330.6,116290.2,81996.2,62439.2,46377.0,142473.0,142346.9,142527.6,17181.3,156812.4,115068.4,66743.1,45965.2,120465.6,6225.1,144977.4,114306.7,156240.5,159993.3,109174.1,142195.7,82180.5,73582.0,141354.7,147519.3,73406.6,123007.4,144674.2,139811.9,131012.8,113300.4,138476.5,136852.9,135178.3,140043.4,132108.9,94752.1,16965.5,106880.1,144820.0,142170.4,103462.7,133940.8,142751.6,132397.0,155906.7,62147.5,135628.5,131392.9,81791.4,98703.1,122199.3,134532.0,131177.0,142299.4,125938.0,142266.1,124528.1,116326.9,17146.3,28815.7,143484.3,142543.9,107205.8,62075.7,106838.1,142446.9,142055.4,198314.7,142219.3,94764.3,124622.3,156524.1,127842.5,120589.9,39099.8,80748.8,134591.7,121946.4,130846.4,105311.1,94209.4,173325.4,141297.9,107886.0,124545.8,101954.6,73703.3,133366.3,128432.4,156324.3,107511.9,152761.2,94741.9,95083.2,17211.6,158262.1,108742.1,142536.7,116297.8,81977.0,157180.2,156804.6,141709.6,141944.7,142227.6,143191.4
Bunnpris Sjøholt,34816.6,61187.1,127242.6,127959.2,33292.1,47409.1,58480.6,39377.0,33876.3,33870.0,29229.4,33957.8,140464.1,146492.1,52441.2,30648.4,45882.7,163253.1,133281.9,0.0,39493.0,29418.5,152646.3,37368.6,116796.0,39382.7,62613.3,48812.3,44750.7,20905.8,43058.2,87675.1,78545.5,15295.0,35833.4,38980.6,38989.7,36824.8,145903.8,39510.2,38942.6,39398.9,39090.2,146362.4,30251.9,52301.3,35137.3,29409.7,30090.5,50145.5,78530.6,39291.0,39552.2,146442.4,84548.1,45574.3,41802.2,385.0,146275.5,146019.0,39726.2,39489.4,161750.3,78598.0,146091.7,92346.4,39631.8,39505.7,39686.5,117005.6,53971.3,83013.8,66542.9,114782.7,88411.0,127213.5,162344.3,19082.2,23036.4,57152.1,125985.1,39354.5,78235.5,88730.0,38513.5,10148.6,89231.0,30298.3,41833.0,36970.7,29195.9,158760.5,35635.3,34420.7,28027.4,37202.2,43099.5,38805.7,116789.8,62606.7,41978.9,39329.3,71408.0,44931.4,39910.4,28128.6,25893.9,145043.0,33835.0,29012.8,78327.9,181598.6,90144.7,32099.9,30100.3,39458.2,143304.9,39424.9,45106.6,161787.0,116970.6,161939.1,40643.1,39702.8,62737.6,145728.2,63988.5,39605.7,39214.2,65110.6,39378.1,38598.0,35423.5,29482.4,109523.7,88535.3,94320.6,81740.0,45582.3,167406.5,29302.3,65401.4,62083.4,40121.4,27800.1,61535.0,45124.3,58166.2,88445.7,31485.8,30719.4,53483.1,63377.3,333.1,38575.5,39549.2,116980.2,55421.0,60780.8,39695.5,161757.9,78142.4,27167.4,26791.9,38868.4,39103.5,39386.4,40350.2
SKAREGATA 1,16993.1,43363.5,136230.6,136947.2,46275.5,70002.1,21929.0,638.7,46859.7,46853.3,11096.2,46941.1,122640.6,128668.5,34617.6,29494.7,28059.1,145429.5,142269.9,39470.5,0.0,12296.6,134822.8,36215.0,125784.0,644.4,44789.8,12260.7,83958.9,33889.1,25234.7,69851.5,60721.9,25171.6,11040.0,412.8,592.6,2872.1,128080.2,772.0,62717.5,292.6,278.1,128538.9,14859.7,34477.8,5226.1,11396.3,28936.8,13593.9,60707.0,478.9,813.9,128618.8,66724.5,27750.8,3063.9,39212.0,128452.0,128195.5,987.9,751.1,143926.7,60774.4,128268.1,110938.4,893.6,767.4,288.3,125993.6,17419.7,65190.2,85134.9,153990.9,70587.4,136201.5,144520.7,58290.4,36019.8,20600.5,108161.6,257.7,60411.9,70906.4,827.1,31249.0,71407.4,29144.7,3094.7,3213.2,12074.0,140936.9,5724.1,5648.0,17018.5,3046.4,25275.9,62360.6,125777.8,44783.2,3240.6,445.3,53584.5,27107.8,1172.1,11371.2,65102.1,127219.5,7289.0,11189.3,60504.4,163775.1,72321.2,8072.7,11134.9,71.2,125481.3,780.9,84314.8,143963.4,125958.6,170927.1,1904.8,304.5,44914.1,127904.6,46164.9,867.5,269.2,78094.0,270.5,62372.9,17600.0,17131.4,91700.1,70711.7,103308.6,63916.5,27758.8,149582.9,12382.2,47577.8,60929.7,53104.7,67008.3,43711.4,84332.4,40342.7,70622.2,9452.3,15359.0,16931.5,45553.7,39228.6,62350.4,62202.8,125968.2,18869.4,42957.3,297.3,143934.3,60318.8,66375.6,66000.1,682.6,475.4,289.6,1611.9
Bunnpris Spjelkavik,5798.6,32169.1,125036.1,125752.7,35697.0,58807.7,31571.8,12468.2,36281.2,36274.8,1294.9,36362.6,111446.1,117474.1,23423.2,18300.3,16864.7,134235.1,131075.4,29189.4,12584.1,0.0,123628.3,25020.5,114589.5,12473.9,33595.3,21903.5,73677.8,23310.6,14040.2,58657.1,49527.5,14890.5,20682.8,12071.7,12080.9,9916.0,116885.7,12601.4,51523.0,12490.1,12181.4,117344.4,3665.2,23283.3,8228.5,1337.3,17742.4,23236.6,49512.6,12382.2,12643.3,117424.3,55530.1,16556.3,14893.3,28930.9,117257.5,117001.0,12817.3,12580.5,132732.2,49580.0,117073.7,99743.9,12723.0,12596.8,12777.6,114799.2,27062.4,53995.8,73940.4,143709.8,59393.0,125007.0,133326.3,48009.4,25441.3,30243.3,96967.1,12445.7,49217.5,59712.0,11604.7,20967.9,60212.9,17950.2,14924.2,10061.9,282.6,129742.5,8726.5,7102.8,5824.1,10293.4,14081.5,51166.2,114583.3,33588.7,15070.0,12420.4,42390.0,15913.4,13001.6,1720.0,54821.0,116025.0,5878.5,1397.0,49309.9,152580.6,61126.7,4782.0,1426.9,12549.4,114286.8,12516.1,74033.7,132768.9,114764.2,159732.7,13734.2,12793.9,33719.6,116710.1,34970.5,12696.9,12305.4,67515.5,12469.3,51178.4,6405.5,26774.1,80505.7,59517.3,92114.2,52722.0,16564.3,138388.5,166.3,36383.4,49735.3,42526.2,56727.2,32517.0,74051.4,29148.2,59427.7,3616.3,4164.5,26574.3,34359.2,28947.5,51156.0,51008.3,114773.8,28512.1,31762.8,12786.7,132739.9,49124.3,56094.5,55719.0,11959.6,12194.6,12477.6,13441.3
Bunnpris Stad,121000.4,92315.0,129173.2,129889.8,159385.8,172213.0,154251.7,135148.1,159970.0,159963.6,124220.6,160051.4,40741.2,73057.7,100800.9,154874.1,123417.2,63530.2,135212.5,152878.2,135264.0,123942.6,0.0,185488.7,118726.6,135153.8,91376.0,144583.4,183141.1,146999.4,120592.8,93333.3,102413.5,138579.3,143362.7,134751.7,134760.8,132595.9,73444.6,135281.3,164928.4,135170.0,134861.3,74113.8,122076.4,100739.2,130908.4,124017.3,155309.4,145916.5,101851.8,135062.1,135323.3,74193.7,97002.3,123108.9,137573.2,152619.7,73278.5,73770.4,135497.2,135260.4,62027.4,102004.3,73465.1,116196.4,135402.9,135276.8,135457.5,118936.2,149742.4,69824.0,136562.5,147720.0,64328.7,129144.1,10108.0,184126.1,149130.1,152923.2,26854.4,135125.6,102067.7,95064.6,134284.6,144656.7,94889.2,155144.8,137604.1,132741.8,123942.7,59037.6,131406.4,129782.8,124235.2,132973.3,120634.1,164571.5,118720.4,91369.4,137749.9,135100.4,82139.5,122465.9,135681.5,125326.9,178509.8,73449.0,128558.4,124322.8,102163.4,80296.3,100876.2,127461.9,124106.9,135229.3,17892.1,135196.0,183497.0,62064.1,118901.2,122949.7,136414.2,135473.9,91695.1,73879.2,91327.4,135376.8,134985.3,191204.3,135149.2,164583.7,117552.2,149454.0,45522.8,99266.7,108919.2,98866.0,123116.9,67683.6,123776.3,89800.4,164028.9,166215.0,180416.0,92375.3,183514.6,122117.1,94725.7,126296.2,121362.3,149254.2,92001.1,152636.3,164561.3,164902.6,118910.8,151192.1,93231.4,135466.6,62035.0,102237.0,179783.3,179407.8,134639.5,134874.6,135157.5,136121.2
