,Depot,Motorhuset AS,"Lobyvegen 2, 6789 Loen","Loenvegen 2, 6789 Loen","Kongshaug, 6350 Eidsbygda","Tafjord, 6214 Norddal",Alnes Fyr og opplevelsessenter,Anno,"Brattvåg, 6270 Brattvåg",Brattvåg Fjordhotell,AMFI MOA - BRO - NORD - SYD,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Langelandsvegen 47, 6010 Ålesund",KIPERVIKGATA 5,PARKGATA 11B,"Ålesund, 6008 Ålesund","Eidsgata 12, 6770 Nordfjordeid","Kongensgate 1, 6002 Ålesund","Dregesvegen 2, 6200 Stranda","Kirkegata 4, 6002 Ålesund",Egon Ålesund,"Skulevegen 1, 6770 Nordfjordeid",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ålesund, 6002 Ålesund",Felleskjøpet Nordfjordeid,Felleskjøpet Volda,"Langevåg, 6030 Langevåg",SKARBØVIKGATA 26,"Ørskog, 6240 Ørskog","Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Løvenvoldgata 6, 6002 Ålesund",APOTEKERGATA 5,"Gate 1, 6718 Deknepollen","Kyaborga 4, 6150 Ørsta","Sjukehusveien 14, 6770 Nordfjordeid",Hornindal skisenter,"Apotekergata 5, 6004 Ålesund",APOTEKERGATA 1-3,KONGENS GATE 28A,Isehaug kafeteria,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Hjelledalen,Joker Larsnes,Joker Loen,Joker Stadlandet,Joker Stordal,Joker Vatne,Vigra post i butikk,Joker Åheim,KONGENS GATE 11,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta","Bryggja, 6720 Bryggja",Meny Fosnavåg,LERSTADVEGEN 291,"HIG, 6010 Ålesund",SKATEFLUKAIA 1B,"Selje, 6740 Selje",KEISER WILHELMS GATE 2,"Valldal, 6210 Valldal","Måløy, 6700 Måløy","Tonningsgata, 6783 Stryn","Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",SKANSEKAIA 4A,"Søvika, 6065 Ulsteinvik",Nordfjord hotell,Quality Hotel Ulstein,Quality Hotel Waterfront,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Storgata 16, 6002 Ålesund","Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,BLINDHEIM INDUSTRIVEG 2D,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Ørskog,Storfjord Gastropub,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sunnmøre Folkehøgskule,KONGENS GATE 32A,"Gate 1 17, 6718 Deknepollen",Tik Café & Restaurant,"Brugata 4, 6390 Vestnes","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",KEISER WILHELMS GATE 39,Zuuma,"Borgundvegen 340, 6009 Ålesund"
SKARBØVIKGATA 25,19459.8,45830.2,138697.3,139413.9,48742.2,72468.8,24395.8,2498.4,49326.4,49320.0,13562.9,49407.8,125107.3,131135.3,37084.3,31961.4,30525.8,147896.2,144736.6,41937.2,3098.6,14763.4,137289.5,38681.7,128250.7,2482.9,47256.5,14727.4,86425.6,36355.9,27701.4,72318.2,63188.7,27638.3,13506.8,3157.8,3337.7,5338.8,130546.9,2603.2,65184.2,3004.6,2987.6,131005.6,17326.4,36944.5,7692.8,13863.0,31403.6,16060.6,63173.7,3074.0,2507.2,131085.5,69191.2,30217.5,30.8,41678.7,130918.7,130662.2,2819.1,2582.3,146393.4,63241.1,130734.8,113405.1,2724.8,2598.6,3292.1,128460.3,19886.4,67656.9,87601.6,156457.6,73054.1,138668.2,146987.5,60757.1,38486.5,23067.2,110628.3,2960.1,62878.7,73373.1,3389.8,33715.7,73874.1,31611.4,0.0,5679.9,14540.8,143403.7,8190.8,8114.7,19485.3,5513.1,27742.7,64827.3,128244.5,47249.9,800.8,2647.5,56051.2,29574.5,1920.7,13837.9,67568.8,129686.2,9755.7,13656.0,62971.1,166241.8,74787.9,10539.4,13601.6,3063.9,127948.0,2806.3,86781.5,146430.1,128425.3,173393.9,2162.0,3308.4,47380.8,130371.3,48631.7,2225.4,3147.2,80560.7,3311.1,64839.6,20066.7,19598.1,94166.9,73178.4,105775.4,66383.2,30225.5,152049.6,14848.9,50044.6,63396.4,55571.4,69475.0,46178.1,86799.2,42809.4,73088.9,11919.0,17825.7,19398.3,48020.4,41695.3,64817.2,64669.5,128434.9,21336.1,45424.0,3301.1,146401.0,62785.5,68842.3,68466.8,3005.4,3113.6,2992.0,1869.1
NØRVEGATA 23,14806.5,41177.0,134044.0,134760.7,43791.5,67815.6,22101.0,2997.4,44375.7,44369.4,8909.7,44457.2,120454.0,126482.0,32431.1,27308.2,25872.6,143243.0,140083.4,37283.9,3113.3,10110.1,132636.2,34028.4,123597.4,3003.1,42603.2,12432.7,81772.4,31405.2,23048.1,67665.0,58535.4,22985.1,11212.0,2601.0,2610.1,424.0,125893.6,3130.6,60531.0,3019.3,2710.6,126352.3,12673.1,32291.2,1892.1,9209.8,26750.3,13765.8,58520.5,2911.4,3172.6,126432.2,64538.0,25564.3,5422.5,37025.4,126265.4,126008.9,3346.5,3109.7,141740.2,58587.9,126081.6,108751.8,3252.2,3126.1,3306.8,123807.1,17591.6,63003.7,82948.4,151804.3,68400.9,134014.9,142334.2,56103.9,33535.8,20772.5,105975.0,2974.9,58225.4,68719.9,2133.9,29062.5,69220.9,26958.1,5453.4,0.0,9887.5,138750.4,1966.4,2685.9,14832.0,801.4,23089.4,60174.1,123591.2,42596.6,5599.2,2949.6,51397.9,24921.3,3530.8,9184.7,62915.6,125032.9,4327.0,9002.7,58317.8,161588.5,70134.6,5886.2,8948.3,3078.6,123294.8,3045.3,82128.3,141776.9,123772.1,168740.6,4263.5,3323.1,42727.5,125718.1,43978.4,3226.1,2834.6,75610.1,2998.5,60186.3,15413.4,17303.3,89513.6,68525.2,101122.1,61729.9,25572.2,147396.4,10195.6,45391.3,58743.2,50620.8,64821.8,41524.9,82145.9,38156.1,68435.6,7265.7,13172.4,17103.5,43367.2,37042.0,60163.9,60016.2,123781.7,19041.4,40770.7,3315.9,141747.8,58132.3,64189.1,63813.6,2488.8,2723.9,3006.8,3970.5
SPJELKAVIKVEGEN 42,5798.7,32169.1,125036.2,125752.8,35474.4,58807.8,31212.6,12109.0,36058.6,36052.2,1072.3,36140.0,111446.2,117474.2,23423.3,18300.3,16864.7,134235.2,131075.5,28966.8,12225.0,282.6,123628.4,25020.6,114589.6,12114.7,33595.4,21544.3,73455.2,23088.0,14040.3,58657.2,49527.6,14667.9,20323.6,11712.6,11721.7,9556.8,116885.8,12242.3,51523.1,12131.0,11822.2,117344.5,3665.3,23283.4,7869.3,1252.7,17742.5,22877.5,49512.7,12023.1,12284.2,117424.4,55530.2,16556.4,14534.2,28708.3,117257.6,117001.1,12458.2,12221.4,132732.3,49580.1,117073.7,99744.0,12363.9,12237.7,12418.5,114799.3,26703.3,53995.8,73940.5,143487.2,59393.1,125007.1,133326.4,47786.8,25218.7,29884.1,96967.2,12086.5,49217.6,59712.1,11245.5,20745.3,60213.0,17950.3,14565.0,9702.8,0.0,129742.6,8367.3,6902.2,5824.2,9934.3,14081.6,51166.2,114583.4,33588.8,14710.9,12061.3,42390.1,15913.4,12642.4,1497.4,54598.4,116025.1,5677.9,1174.4,49310.0,152580.7,61126.8,4581.4,1427.0,12190.3,114286.9,12157.0,73811.1,132769.0,114764.3,159732.8,13375.1,12434.8,33719.7,116710.2,34970.6,12337.7,11946.3,67292.9,12110.2,51178.5,6405.6,26415.0,80505.8,59517.4,92114.3,52722.1,16564.4,138388.5,166.4,36383.5,49735.3,42303.6,56504.7,32517.1,73828.8,29148.3,59427.8,3616.4,4164.6,26215.1,34359.3,28724.9,51156.1,51008.4,114773.8,28153.0,31762.9,12427.6,132739.9,49124.4,55871.9,55496.4,11600.4,11835.5,12118.4,13082.2
Kiwi Deknepollen,144886.0,98427.6,107202.1,107918.7,183271.4,150241.9,178137.3,159033.7,183855.6,183849.3,148106.3,183937.1,18770.1,51086.7,106913.5,170585.1,151707.6,4683.3,113241.4,176763.8,159149.7,147828.3,59072.4,163517.7,96755.5,159039.4,97488.6,168469.0,161170.0,170885.1,148883.2,89986.5,99066.6,162465.0,167248.3,158637.3,158646.4,156481.5,51473.5,159166.9,142957.3,159055.7,158746.9,52142.7,145962.0,106851.8,154794.0,147902.9,171020.3,169802.2,98504.9,158947.8,159208.9,52222.7,93655.4,151399.3,161458.9,176505.3,51307.4,51799.4,159382.9,159146.1,3180.4,98657.5,51494.0,94225.3,159288.6,159162.4,159343.2,96965.1,173628.0,75936.7,114591.4,125749.0,70441.3,107173.0,68770.4,162155.0,173015.7,176808.8,32967.0,159011.2,98720.8,91717.7,158170.2,168542.4,91542.3,170855.7,161489.7,156627.5,147828.3,0.0,155292.0,153668.4,148120.9,156858.9,148924.4,142600.4,96749.3,97482.0,161635.6,158986.0,88252.1,150756.3,159567.1,149212.5,202395.5,51478.0,152444.1,148208.4,98816.6,58325.3,106988.8,151347.5,147992.5,159114.9,43470.0,159081.6,161525.9,3217.1,96930.1,100978.6,160299.8,159359.5,97807.7,51908.1,97440.0,159262.4,158870.9,215090.0,159034.9,142612.6,141437.9,173339.6,51635.4,105379.3,86948.2,95519.1,151407.3,8836.7,147661.9,95913.0,142057.8,190100.7,204301.7,98487.9,161543.6,118770.2,91378.8,150181.8,145247.9,173139.8,98113.8,176521.9,142590.2,142931.5,96939.7,175077.7,99344.0,159352.2,3188.1,98890.1,203669.0,203293.4,158525.1,158760.2,159043.1,160006.9
"Eggesbønes, 6008 Ålesund",13340.4,39710.8,132577.9,133294.5,42325.4,66349.4,24517.9,5414.3,42909.6,42903.2,7443.6,42991.0,118987.9,125015.9,30965.0,25842.0,24406.4,141776.9,138617.2,35817.8,5530.3,8644.0,131170.1,32562.3,122131.3,5420.0,41137.1,14849.6,80306.2,29939.0,21582.0,66198.8,57069.3,21518.9,13628.9,5017.9,5027.1,2862.1,124427.5,5547.6,59064.8,5436.3,5127.5,124886.2,11207.0,30825.1,1116.4,7743.6,25284.2,16182.8,57054.3,5328.4,5589.5,124966.1,63071.8,24098.1,7839.5,35559.3,124799.3,124542.8,5763.5,5526.7,140274.0,57121.7,124615.4,107285.7,5669.2,5543.0,5723.8,122340.9,20008.6,61537.5,81482.2,150338.2,66934.8,132548.8,140868.1,54637.7,32069.7,23189.4,104508.9,5391.8,56759.3,67253.7,4550.8,27596.3,67754.7,25492.0,7870.3,2044.2,8421.4,137284.3,0.0,1794.3,13365.9,3239.6,21623.3,58707.9,122125.1,41130.5,8016.2,5366.6,49931.8,23455.1,5947.7,7718.5,61449.4,123566.8,3435.3,7536.6,56851.7,160122.4,68668.5,4420.0,7482.2,5495.6,121828.6,5462.3,80662.1,140310.7,122305.9,167274.5,6680.4,5740.1,41261.4,124251.9,42512.3,5643.1,5251.6,74143.9,5415.5,58720.2,13947.3,19720.3,88047.5,67059.0,99656.0,60263.8,24106.1,145930.2,8729.5,43925.2,57277.0,49154.6,63355.6,40058.8,80679.8,36690.0,66969.5,5799.6,11706.3,19520.4,41901.0,35575.9,58697.8,58550.1,122315.5,21458.3,39304.6,5732.9,140281.6,56666.1,62722.9,62347.4,4905.7,5140.8,5423.8,6387.5
NEDRE KLOKKERSUNDVEGEN 2,11556.3,37926.8,130793.8,131510.4,41906.7,64565.4,24752.3,5648.7,42491.0,42484.6,5838.9,42572.4,117203.8,123231.8,29180.9,24058.0,22622.4,139992.8,136833.1,35399.2,5764.7,7111.7,129386.0,30778.2,120347.2,5654.4,39353.0,15084.0,79887.6,29520.4,19797.9,64414.8,55285.2,21100.3,13863.3,5252.3,5261.4,3096.5,122643.4,5781.9,57280.7,5670.6,5361.9,123102.1,9422.9,29041.0,1106.6,6139.0,23500.1,16417.1,55270.3,5562.7,5823.9,123182.0,61287.8,22314.0,8073.8,35140.7,123015.2,122758.7,5997.8,5761.1,138489.9,55337.7,122831.4,105501.6,5903.5,5777.4,5958.1,120556.9,20242.9,59753.5,79698.1,149919.6,65150.7,130764.7,139084.0,54219.1,31651.1,23423.8,102724.8,5626.2,54975.2,65469.7,4785.2,27177.7,65970.7,23707.9,8104.7,3242.4,8002.7,135500.2,1820.2,0.0,11581.8,3473.9,19839.2,56923.9,120341.0,39346.4,8250.5,5601.0,48147.7,21671.1,6182.1,7299.9,61030.8,121782.7,1895.6,7118.0,55067.6,158338.3,66884.4,2552.5,5877.5,5729.9,120044.5,5696.6,80243.5,138526.7,120521.9,165490.4,6914.8,5974.4,39477.3,122467.9,40728.2,5877.4,5485.9,73725.3,5649.8,56936.1,12163.2,19954.6,86263.4,65275.0,97871.9,58479.7,22322.0,144146.2,6945.4,42141.1,55493.0,48736.0,62937.0,38274.7,80261.1,34905.9,65185.4,4194.9,9922.2,19754.8,40117.0,35157.3,56913.7,56766.0,120531.5,21692.7,37520.5,5967.2,138497.6,54882.1,62304.3,61928.8,5140.1,5375.2,5658.1,6621.9
FLISNESVEGEN 1,6422.6,32793.1,129074.8,129791.4,41205.7,53242.4,36071.6,16968.0,41789.9,41783.6,6040.6,41871.4,112070.1,118098.1,24047.2,12735.0,17488.7,134859.1,135114.1,27972.8,17084.0,5762.6,124252.3,19455.2,118628.2,16973.7,34219.3,26403.3,72461.3,28819.4,14664.2,59281.1,50151.5,20399.3,25182.6,16571.6,16580.8,14415.8,117509.8,17101.3,45957.7,16990.0,16681.2,117968.4,2570.9,23907.3,12728.3,5837.2,12177.1,27736.5,50136.6,16882.1,17143.2,118048.4,56154.1,17180.4,19393.2,27714.4,117881.5,117625.1,17317.2,17080.4,133356.3,50204.0,117697.7,94178.6,17222.9,17096.7,17277.5,118837.8,31562.3,54619.8,68375.1,142493.2,60017.0,129045.7,133950.3,46792.8,30950.0,34743.1,97591.1,16945.5,49841.5,60336.0,16104.5,22489.1,60837.0,12384.9,19424.0,14561.8,5762.7,130366.5,13226.3,11602.7,0.0,14793.3,14705.5,45600.9,118622.0,34212.7,19569.9,16920.3,43014.0,16537.4,17501.4,7146.8,53604.5,116649.0,10378.4,6142.7,49933.9,153204.6,61750.7,9281.9,5926.8,17049.3,114910.9,17016.0,72817.2,133393.0,118802.9,163771.4,18234.1,17293.8,34343.6,117334.2,35594.5,17196.7,16805.3,73024.3,16969.2,45613.1,7029.5,31274.0,81129.7,60141.3,96152.9,53346.0,17188.3,139012.5,5596.3,37007.4,44170.0,48035.0,55510.7,33141.0,72834.8,29772.2,60051.7,8116.2,3038.4,31074.1,34983.3,27730.9,45590.7,45443.0,118812.4,33012.0,32386.8,17286.6,133363.9,49748.4,54878.0,54502.5,16459.4,16694.5,16977.4,17941.2
"Kverve, 6008 Ålesund",14578.6,40949.1,133816.1,134532.8,43563.6,67587.7,22247.1,3143.5,44147.8,44141.5,8681.8,44229.3,120226.1,126254.1,32203.2,27080.3,25644.7,143015.1,139855.5,37056.0,3259.4,9882.2,132408.3,33800.5,123369.5,3149.2,42375.3,12578.8,81544.5,31177.3,22820.2,67437.1,58307.5,22757.2,11358.1,2747.1,2756.2,460.6,125665.8,3276.7,60303.1,3165.4,2856.7,126124.4,12445.2,32063.3,2811.7,8981.9,26522.4,13911.9,58292.6,3057.5,3318.7,126204.4,64310.1,25336.4,5568.6,36797.5,126037.5,125781.1,3492.6,3255.8,141512.3,58360.0,125853.7,108523.9,3398.3,3272.2,3452.9,123579.2,17737.7,62775.8,82720.5,151576.4,68173.0,133787.0,142106.3,55876.0,33307.9,20918.6,105747.1,3121.0,57997.5,68492.0,2280.0,28834.6,68993.0,26730.2,5599.5,801.6,9659.6,138522.5,3309.7,3233.5,14604.1,0.0,22861.5,59946.2,123363.3,42368.7,5745.3,3095.7,51170.0,24693.4,3676.9,8956.8,62687.7,124805.0,4874.6,8774.8,58089.9,161360.6,69906.7,5658.3,8720.4,3224.7,123066.9,3191.4,81900.4,141549.0,123544.2,168512.7,4409.6,3469.2,42499.6,125490.2,43750.5,3372.2,2980.7,75382.2,3144.6,59958.4,15185.5,17449.4,89285.7,68297.3,100894.2,61502.0,25344.3,147168.5,9967.7,45163.4,58515.3,50392.9,64593.9,41297.0,81918.0,37928.2,68207.7,7037.8,12944.5,17249.6,43139.3,36814.1,59936.0,59788.3,123553.8,19187.5,40542.8,3462.0,141519.9,57904.4,63961.2,63585.7,2634.9,2870.0,3152.9,4116.6
"Fiskarstrand, 6037 Eidsnes",11130.2,28819.8,126099.1,126815.7,49515.6,67348.7,44381.5,25277.9,50099.8,50093.5,14350.5,50181.3,108096.8,118537.0,20073.9,26841.3,2946.4,130885.8,132138.4,43008.0,25393.9,14072.5,120279.0,33561.5,115652.5,25283.6,30246.0,34713.2,87496.5,37129.3,41.3,59720.0,50590.4,28709.2,33492.5,24881.5,24890.7,22725.7,117948.7,25411.2,60064.1,25299.9,24991.1,118407.4,12206.2,19934.0,21038.2,14147.1,26283.4,36046.4,50575.5,25192.0,25453.1,118487.3,56593.0,2638.1,27703.1,42749.5,118320.5,118064.0,25627.1,25390.3,129383.0,50642.9,118136.6,96363.3,25532.8,25406.6,25587.4,115862.1,39872.2,50646.5,82481.4,144646.0,56043.7,126070.0,129977.0,61828.0,39259.9,43053.0,93617.8,25255.4,50280.4,60774.9,24414.4,34786.6,61275.9,26491.2,27733.9,22871.7,14072.6,126393.2,21536.2,19912.6,14365.1,23103.2,0.0,59707.2,115646.3,30239.4,27879.8,25230.2,39040.7,1995.1,25811.3,15456.8,68639.7,117088.0,18688.3,14452.6,50372.9,153643.6,57777.4,17591.8,14236.7,25359.2,110937.5,25325.9,87852.4,129419.7,115827.1,160795.7,26544.0,25603.7,30370.3,117773.1,31621.2,25506.7,25115.2,81334.2,25279.1,59719.4,7682.1,39583.9,77156.4,56168.0,93177.2,53785.0,2646.1,135039.2,13906.2,33034.1,58276.3,56344.9,70545.9,29167.7,87870.0,30211.2,60490.7,16426.1,11492.1,39384.1,31009.9,42766.1,59697.0,59549.3,115836.7,41321.9,28413.5,25596.5,129390.6,50187.3,69913.2,69537.7,24769.3,25004.4,25287.4,26251.1
Kiwi Stranda,51722.4,78092.8,88713.0,89429.6,76964.1,8879.5,81371.4,62267.8,77548.3,77542.0,51340.4,77629.8,123842.7,92154.5,69347.0,33204.7,62788.4,147107.8,94752.3,38840.3,62383.8,51062.3,164594.3,26137.3,78266.4,62273.5,79519.1,71703.1,18841.4,64577.8,59964.0,87051.3,95085.4,56157.7,70482.4,61871.4,61880.5,59715.6,91566.2,62401.0,628.7,62289.7,61981.0,92024.8,47870.7,69207.1,58028.1,51137.0,33639.9,73036.3,94483.6,62181.8,62443.0,92104.8,91444.3,62480.1,64693.0,39068.4,91937.9,91681.4,62617.0,62380.2,145605.0,94555.5,91754.1,53816.8,62522.6,62396.5,62577.3,78476.1,76862.1,127627.6,28013.4,107259.9,133024.9,88683.9,174292.3,19826.4,66708.4,80042.9,138488.9,62245.3,94739.7,86141.2,61404.3,57987.3,85965.8,33475.4,64723.8,59861.5,51062.4,142615.2,58526.1,56902.5,45646.2,60093.0,60005.3,0.0,78260.2,79512.5,64869.7,62220.1,116021.9,61837.1,62801.2,52446.6,61426.4,91462.4,55678.2,51442.5,94350.6,128018.0,134758.6,54581.6,51226.6,62349.0,155252.8,62315.7,19197.3,145641.7,78441.1,123409.6,63533.9,62593.6,79643.4,91390.6,80894.3,62496.5,62105.0,108782.7,62268.9,284.0,52329.3,73154.4,137244.9,133149.1,55791.1,93308.0,62488.1,151261.2,50896.0,82307.2,2090.0,83793.4,46817.6,78440.8,19215.0,64399.5,86262.6,53415.9,48338.2,76373.9,80283.0,38911.1,261.6,1144.4,78450.6,78311.8,77686.6,62586.3,145612.6,94536.2,62699.9,62324.4,61759.2,61994.3,62277.2,63241.0
Kiwi Stryn,111517.4,91272.7,10931.0,11647.6,149943.1,85840.5,144768.7,125665.1,150527.3,150521.0,114737.7,150608.8,77974.8,46286.6,99758.6,106183.7,118339.0,101239.9,16970.3,136450.0,125781.1,114459.7,118726.4,99116.3,238.9,125670.8,90333.6,135100.4,107383.7,137556.8,115514.6,57939.0,65973.2,129136.7,133879.7,125268.7,125277.9,123112.9,45698.3,125798.4,78555.9,125687.1,125378.3,46156.9,112593.4,99696.8,121425.4,114534.3,106618.9,136433.6,65371.3,125579.2,125840.3,46236.9,62332.0,118030.7,128090.3,136191.5,46070.0,45813.6,126014.3,125777.5,99737.1,65443.2,45886.2,29823.9,125920.0,125793.8,125974.6,285.6,140259.4,98515.3,50190.0,29176.7,103912.6,10901.9,128424.4,97753.6,139687.4,143440.2,92621.0,125642.6,65627.4,57028.9,124801.6,130966.3,56853.5,106454.4,128121.1,123258.9,114459.8,96747.4,121923.4,120299.8,118625.2,123490.4,115555.9,78199.0,0.0,90327.0,128267.0,125617.4,86909.6,117387.7,126198.5,115843.9,139353.6,45594.5,119075.5,114839.8,65238.3,82150.1,105646.3,117979.0,114623.9,125746.4,109384.9,125713.1,107739.6,99773.8,357.8,45627.5,126931.2,125990.9,90652.7,45522.7,90285.1,125893.9,125502.4,181761.6,125666.3,78211.3,108069.3,139971.1,111289.4,104036.8,22546.8,64195.7,118038.7,105393.3,114293.4,88758.1,77656.4,156772.4,124744.8,91332.9,107757.3,85401.6,57150.3,116813.3,111879.3,139771.2,90958.8,136208.1,78188.8,78530.1,423.1,141709.1,92189.0,125983.7,99744.7,65423.9,140627.1,140251.6,125156.5,125391.6,125674.6,126638.3
Kiwi Ulsteinvik,30935.5,2250.2,100807.1,101523.7,69320.9,87153.9,64186.8,45083.2,69905.1,69898.8,34155.8,69986.6,79232.5,93245.1,10736.1,46646.5,33352.4,102021.5,106846.4,62813.3,45199.2,33877.8,91414.7,53366.8,90360.5,45088.9,43.8,54518.5,107301.7,56934.6,30527.9,32455.3,32729.0,48514.5,53297.8,44686.8,44695.9,42531.0,92656.7,45216.5,79869.3,45105.2,44796.4,93115.4,32011.5,10674.3,40843.5,33952.4,46088.7,55851.7,32167.3,44997.3,45258.4,93195.3,29328.3,33044.0,47508.4,62554.8,93028.5,92772.0,45432.4,45195.6,100518.6,32319.9,92844.6,71071.3,45338.1,45211.9,45392.7,90570.1,59677.5,21782.1,91437.4,119354.0,27179.4,100778.0,101112.7,81633.3,59065.2,62858.3,64753.5,45060.7,32383.2,33510.2,44219.7,54591.9,34011.2,46296.5,47539.2,42677.0,33877.8,97528.9,41341.5,39717.9,34170.4,42908.5,30569.2,79512.4,90354.3,0.0,47685.1,45035.5,10176.4,32401.1,45616.6,35262.0,88445.0,91796.0,38493.6,34257.9,32479.0,128351.6,28913.1,37397.0,34042.0,45164.5,82073.2,45131.2,107657.7,100555.3,90535.2,135503.7,46349.3,45409.0,542.4,92481.1,446.7,45311.9,44920.4,101139.4,45084.4,79524.7,27487.4,59389.1,48292.1,27303.7,67885.2,30338.1,33052.0,106174.9,33711.4,4169.8,78081.6,76150.2,90351.2,1689.0,107675.3,52432.6,33226.0,36231.3,31297.4,59189.3,1092.0,62571.4,79502.3,79354.6,90544.7,61127.2,2911.8,45401.7,100526.2,32552.5,89718.5,89342.9,44574.6,44809.7,45092.6,46056.4
"Valderøy, 6050 Valderøya",19605.6,45976.1,138843.1,139559.8,48888.0,72614.7,24541.6,2644.2,49472.3,49465.9,13708.8,49553.7,125253.1,131281.1,37230.2,32107.3,30671.7,148042.1,144882.5,42083.0,3244.4,14909.2,137435.4,38827.6,128396.6,2628.8,47402.3,14873.3,86571.5,36501.7,27847.3,72464.1,63334.5,27784.2,13652.6,3303.7,3483.5,5484.7,130692.8,2749.0,65330.1,3150.4,3133.5,131151.4,17472.2,37090.3,7838.7,14008.9,31549.4,16206.5,63319.6,3219.8,2653.0,131231.4,69337.1,30363.4,769.9,41824.6,131064.5,130808.1,2965.0,2728.2,146539.3,63387.0,130880.7,113550.9,2870.6,2744.5,3437.9,128606.2,20032.3,67802.8,87747.5,156603.4,73200.0,138814.1,147133.3,60903.0,38632.4,23213.1,110774.1,3106.0,63024.5,73519.0,3535.7,33861.6,74020.0,31757.2,800.8,5825.7,14686.6,143549.5,8336.7,8260.5,19631.1,5658.9,27888.5,64973.2,128390.4,47395.7,0.0,2793.4,56197.1,29720.4,2066.6,13983.8,67714.7,129832.1,9901.6,13801.9,63117.0,166387.6,74933.7,10685.3,13747.4,3209.7,128093.9,2952.1,86927.4,146576.0,128571.2,173539.7,2307.9,3454.2,47526.6,130517.2,48777.5,2371.3,3293.1,80706.6,3457.0,64985.4,20212.5,19744.0,94312.7,73324.3,105921.2,66529.1,30371.4,152195.5,14994.7,50190.4,63542.3,55717.3,69620.9,46324.0,86945.0,42955.2,73234.7,12064.8,17971.6,19544.1,48166.3,41841.1,64963.0,64815.4,128580.8,21482.0,45569.9,3447.0,146546.9,62931.4,68988.2,68612.7,3151.2,3259.4,3137.9,2015.0
