,Depot,Motorhuset AS,"Lobyvegen 2, 6789 Loen","Loenvegen 2, 6789 Loen","Kongshaug, 6350 Eidsbygda","Tafjord, 6214 Norddal",Alnes Fyr og opplevelsessenter,Anno,"Brattvåg, 6270 Brattvåg",Brattvåg Fjordhotell,AMFI MOA - BRO - NORD - SYD,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Langelandsvegen 47, 6010 Ålesund",KIPERVIKGATA 5,PARKGATA 11B,"Ålesund, 6008 Ålesund","Eidsgata 12, 6770 Nordfjordeid","Kongensgate 1, 6002 Ålesund","Dregesvegen 2, 6200 Stranda","Kirkegata 4, 6002 Ålesund",Egon Ålesund,"Skulevegen 1, 6770 Nordfjordeid",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ålesund, 6002 Ålesund",Felleskjøpet Nordfjordeid,Felleskjøpet Volda,"Langevåg, 6030 Langevåg",SKARBØVIKGATA 26,"Ørskog, 6240 Ørskog","Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Løvenvoldgata 6, 6002 Ålesund",APOTEKERGATA 5,"Gate 1, 6718 Deknepollen","Kyaborga 4, 6150 Ørsta","Sjukehusveien 14, 6770 Nordfjordeid",Hornindal skisenter,"Apotekergata 5, 6004 Ålesund",APOTEKERGATA 1-3,KONGENS GATE 28A,Isehaug kafeteria,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Hjelledalen,Joker Larsnes,Joker Loen,Joker Stadlandet,Joker Stordal,Joker Vatne,Vigra post i butikk,Joker Åheim,KONGENS GATE 11,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta","Bryggja, 6720 Bryggja",Meny Fosnavåg,LERSTADVEGEN 291,"HIG, 6010 Ålesund",SKATEFLUKAIA 1B,"Selje, 6740 Selje",KEISER WILHELMS GATE 2,"Valldal, 6210 Valldal","Måløy, 6700 Måløy","Tonningsgata, 6783 Stryn","Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",SKANSEKAIA 4A,"Søvika, 6065 Ulsteinvik",Nordfjord hotell,Quality Hotel Ulstein,Quality Hotel Waterfront,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Storgata 16, 6002 Ålesund","Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,BLINDHEIM INDUSTRIVEG 2D,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Ørskog,Storfjord Gastropub,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sunnmøre Folkehøgskule,KONGENS GATE 32A,"Gate 1 17, 6718 Deknepollen",Tik Café & Restaurant,"Brugata 4, 6390 Vestnes","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",KEISER WILHELMS GATE 39,Zuuma,"Borgundvegen 340, 6009 Ålesund"
Joker Åheim,8819.3,5870.4,6327.4,6363.6,11103.4,9260.1,10914.7,9707.3,11031.4,11029.3,8932.4,11041.9,903.9,2889.2,6421.4,10065.0,9078.1,2358.5,6692.0,10654.5,9710.5,8941.4,1650.1,9715.6,5563.1,9714.0,5816.6,10278.8,11469.1,10240.8,8828.6,5223.4,5927.8,9769.5,10246.2,9660.7,9680.5,9510.2,2890.5,9719.4,8484.9,9712.4,9674.2,2978.8,8822.0,6418.2,9437.6,8929.8,10073.0,10469.4,5840.8,9701.0,9734.2,2993.9,5563.2,9053.4,9925.8,10630.6,2921.6,2932.0,9738.7,9717.6,2234.7,5871.7,2947.6,5799.4,9738.4,9719.0,9733.1,5601.7,10530.1,4428.8,6713.4,7299.0,4073.6,6231.9,2201.6,11604.4,10431.6,10766.4,0.0,9697.0,5848.0,5384.0,9615.6,10155.3,5382.9,10083.2,9938.0,9536.8,8918.7,2006.5,9513.2,9469.9,8938.5,9581.6,8838.4,8433.1,5561.1,5815.9,9992.4,9700.5,5188.1,8994.1,9756.5,9022.7,12119.0,2916.8,9410.7,8941.6,5856.4,3859.1,6461.1,9257.5,8945.1,9712.4,1068.9,9736.3,11497.0,2239.9,5585.8,7766.8,9831.5,9744.2,5834.0,2951.1,5808.9,9728.9,9690.9,13101.6,9703.1,8435.5,8481.9,10544.8,1243.4,6298.9,5013.6,5634.4,9055.3,2640.8,8893.2,5683.7,8390.1,11335.4,12405.7,5892.0,11501.3,7080.9,5366.2,9141.6,8825.6,10480.7,5864.9,10639.2,8432.2,8521.5,5580.6,10663.1,5923.6,9734.4,2235.8,5859.1,12188.1,12228.3,9674.7,9673.1,9699.9,9802.2
KONGENS GATE 11,1314.5,3944.7,9634.3,9670.5,2961.0,5590.6,1505.2,72.3,2889.0,2886.9,827.8,2899.5,10565.7,9071.1,3336.4,2696.1,2100.6,12020.3,9998.9,2545.9,13.5,960.7,11311.9,3134.2,8870.0,79.0,4058.9,869.3,5355.5,2098.4,1851.1,5506.7,4895.7,1660.9,836.7,57.9,71.5,243.2,8969.3,84.4,4815.4,33.1,45.4,9039.0,1107.8,3326.3,404.2,873.6,2629.1,1059.9,4848.8,72.2,99.2,9054.1,5322.3,2075.9,290.8,2522.0,9041.2,8992.2,103.7,82.6,11896.5,4873.5,9012.2,7974.0,103.4,84.0,36.1,8908.6,1120.6,5305.1,6120.3,10118.6,5640.4,9538.8,11863.4,3786.7,2289.2,1356.9,9687.6,0.0,4817.3,5640.9,102.5,2046.7,5666.2,2664.3,303.0,287.0,922.0,11668.3,479.8,442.9,1224.3,295.7,1860.9,4763.6,8868.0,4058.2,357.4,50.0,4601.5,2016.6,121.5,868.6,4010.4,8964.2,614.3,834.5,4824.2,11814.1,5874.5,573.5,840.1,15.4,10730.7,113.8,5383.4,11901.7,8892.7,12424.2,196.5,47.2,4080.4,8976.8,4128.9,93.9,42.0,4959.2,45.0,4766.0,1236.0,1135.3,8688.5,5712.3,7541.6,5103.2,2077.8,12302.6,913.9,4199.7,4620.0,3193.0,4297.1,3993.4,5387.7,3588.2,5605.5,693.9,1194.6,1071.2,4148.6,2530.6,4762.7,4801.7,8887.5,1253.6,3906.2,37.4,11897.6,4805.9,4079.5,4119.7,74.1,66.8,2.9,167.2
Kiwi Meieribygget Ørsta,3906.3,2110.3,4854.8,4891.0,6190.4,6692.7,6001.7,4794.3,6118.4,6116.3,4019.4,6128.9,6114.9,4291.6,2661.3,4232.3,4426.1,7616.9,5219.4,5741.5,4797.5,4028.4,7456.3,4596.9,4090.5,4801.0,2056.5,5365.8,8551.1,5327.8,4176.6,708.3,112.2,4856.5,5333.2,4747.7,4767.5,4597.2,4189.8,4806.4,5917.5,4799.4,4761.2,4259.5,3909.0,2658.1,4524.6,4016.8,4240.3,5556.4,50.4,4788.0,4821.2,4274.6,523.9,4401.4,5012.8,5717.6,4261.7,4212.7,4825.7,4804.6,7493.1,75.1,4232.7,3232.0,4825.4,4806.0,4820.1,4129.1,5617.1,2516.4,4146.0,5826.4,2851.7,4759.3,8007.8,6982.3,5518.6,5853.4,5832.0,4784.0,0.0,842.5,4702.6,5242.3,867.8,4250.5,5025.0,4623.8,4005.7,7264.9,4600.2,4556.9,4025.5,4668.6,4186.4,5865.7,4088.5,2055.8,5079.4,4787.5,1812.8,4342.1,4843.5,4109.7,7206.0,4184.7,4497.7,4028.6,44.7,7034.6,3085.8,4344.5,4032.1,4799.4,6875.1,4823.3,8579.0,7498.3,4113.2,7644.7,4918.5,4831.2,2073.9,4197.3,2048.8,4815.9,4777.9,8188.6,4790.1,5868.1,3568.9,5631.8,4832.9,2923.6,2762.1,304.8,4403.3,7899.2,3980.2,1923.6,5822.7,6422.4,7492.7,2131.9,8583.3,1248.2,807.1,4228.6,3912.6,5567.7,2104.8,5726.2,5864.8,5954.1,4108.0,5750.1,2163.5,4821.4,7494.2,26.4,7275.1,7315.3,4761.7,4760.1,4786.9,4889.2
"Volda, 6100 Volda",4732.8,2215.5,4139.1,4175.3,7016.9,5977.0,6828.2,5620.8,6944.9,6942.8,4845.9,6955.4,5399.2,3575.9,2766.5,5058.8,5252.6,6901.2,4503.7,6568.0,5624.0,4854.9,7001.1,5423.4,3374.8,5627.5,2161.7,6192.3,8186.0,6154.3,5003.1,176.6,921.6,5683.0,6159.7,5574.2,5594.0,5423.7,3474.1,5632.9,5201.8,5625.9,5587.7,3543.8,4735.5,2763.3,5351.1,4843.3,5066.8,6382.9,834.6,5614.5,5647.7,3558.9,557.0,5227.9,5839.3,6544.1,3546.0,3497.0,5652.2,5631.1,6777.4,865.5,3517.0,2516.3,5651.9,5632.5,5646.6,3413.4,6443.6,2621.6,3430.3,5110.7,2956.9,4043.6,7552.6,7808.8,6345.1,6679.9,5376.8,5610.5,841.8,0.0,5529.1,6068.8,107.6,5077.0,5851.5,5450.3,4832.2,6549.2,5426.7,5383.4,4852.0,5495.1,5012.9,5150.0,3372.8,2161.0,5905.9,5614.0,1918.0,5168.6,5670.0,4936.2,8032.5,3469.0,5324.2,4855.1,850.2,6318.9,3191.0,5171.0,4858.6,5625.9,6419.9,5649.8,8213.9,6782.6,3397.5,6929.0,5745.0,5657.7,2179.1,3481.6,2154.0,5642.4,5604.4,9015.1,5616.6,5152.4,4395.4,6458.3,4377.7,3028.8,2046.4,628.2,5229.8,7183.5,4806.7,2028.8,5107.0,7248.9,8319.2,2237.1,8218.2,2074.7,86.2,5055.1,4739.1,6394.2,2210.0,6552.7,5149.1,5238.4,3392.3,6576.6,2268.7,5647.9,6778.5,852.9,8101.6,8141.8,5588.2,5586.6,5613.4,5715.7
SUNDGATA 8,1215.5,3845.7,9535.3,9571.5,2862.0,5491.6,1406.2,103.0,2790.0,2787.9,728.8,2800.5,10466.7,8972.1,3237.4,2597.1,2001.6,11921.3,9899.9,2446.9,96.7,861.7,11212.9,3035.2,8771.0,109.7,3959.9,770.3,5256.5,1999.4,1752.1,5407.7,4796.7,1561.9,737.7,55.3,64.9,144.2,8870.3,115.1,4716.4,108.1,68.8,8940.0,1008.8,3227.3,305.2,774.6,2530.1,960.9,4749.8,95.6,129.9,8955.1,5223.3,1976.9,321.5,2423.0,8942.2,8893.2,134.4,113.3,11797.5,4774.5,8913.2,7875.0,134.1,114.7,128.8,8809.6,1021.6,5206.1,6021.3,10019.6,5541.4,9439.8,11764.4,3687.7,2190.2,1257.9,9588.6,92.7,4718.3,5541.9,0.0,1947.7,5567.2,2565.3,333.7,188.0,823.0,11569.3,380.8,343.9,1125.3,196.7,1761.9,4664.6,8769.0,3959.2,388.1,96.2,4502.5,1917.6,152.2,769.6,3911.4,8865.2,515.3,735.5,4725.2,11715.1,5775.5,474.5,741.1,108.1,10631.7,132.0,5284.4,11802.7,8793.7,12325.2,227.2,139.9,3981.4,8877.8,4029.9,124.6,85.5,4860.2,97.7,4667.0,1137.0,1036.3,8589.5,5613.3,7442.6,5004.2,1978.8,12203.6,814.9,4100.7,4521.0,3094.0,4198.1,3894.4,5288.7,3489.2,5506.5,594.9,1095.6,972.2,4049.6,2431.6,4663.7,4702.7,8788.5,1154.6,3807.2,130.1,11798.6,4706.9,3980.5,4020.7,70.4,68.8,95.6,197.9
Kiwi Skodje,1747.3,4377.5,9646.8,9683.0,1620.9,5274.2,3058.8,2019.3,1548.9,1546.8,1286.8,1559.4,10998.5,9503.9,3769.2,2379.7,2533.4,12453.1,10011.4,751.4,2022.5,1356.0,11744.7,2817.8,8882.5,2026.0,4491.7,2422.9,3561.0,758.3,2283.9,5939.5,5328.5,522.8,1665.8,1972.7,1992.5,1822.2,9402.1,2031.4,4499.0,2024.4,1986.2,9471.8,1540.6,3759.1,1749.6,1318.5,2312.7,2613.5,5281.6,2013.0,2046.2,9486.9,5755.1,2508.7,2237.8,727.5,9474.0,9425.0,2050.7,2029.6,12329.3,5306.3,9445.0,7657.6,2050.4,2031.0,2045.1,8921.1,2674.2,5737.9,5803.9,8324.1,6073.2,9551.3,12296.2,1992.2,949.1,2910.5,10120.4,2009.0,5250.1,6073.7,1927.6,0.0,6099.0,2347.9,2250.0,1848.8,1317.3,12101.1,1825.2,1786.3,1520.6,1893.6,2293.7,4447.2,8880.5,4491.0,2304.4,2012.5,5034.3,2449.4,2068.5,1224.4,2215.9,9397.0,1780.1,1267.3,5257.0,12246.9,6307.3,1573.9,1382.5,2024.4,11163.5,2048.3,3588.9,12334.5,8905.2,12436.7,2143.5,2056.2,4513.2,9409.6,4561.7,2040.9,2002.9,3619.1,2015.1,4449.6,1668.8,1232.4,9121.3,6145.1,7554.1,5536.0,2510.6,12735.4,1318.6,4632.5,4303.6,1852.9,2502.6,4426.2,3593.2,4021.0,6038.3,1512.5,1627.4,2624.8,4581.4,736.1,4446.3,4485.3,8900.0,2807.2,4339.0,2046.4,12330.4,5238.7,2285.0,2325.2,1986.7,1985.1,2011.9,2114.2
Kiwi Volda,4770.3,2253.0,4153.4,4189.6,7054.4,5991.3,6865.7,5658.3,6982.4,6980.3,4883.4,6992.9,5413.5,3590.2,2804.0,5096.3,5290.1,6915.5,4518.0,6605.5,5661.5,4892.4,7015.4,5460.9,3389.1,5665.0,2199.2,6229.8,8200.3,6191.8,5040.6,190.9,959.1,5720.5,6197.2,5611.7,5631.5,5461.2,3488.4,5670.4,5216.1,5663.4,5625.2,3558.1,4773.0,2800.8,5388.6,4880.8,5104.3,6420.4,872.1,5652.0,5685.2,3573.2,594.5,5265.4,5876.8,6581.6,3560.3,3511.3,5689.7,5668.6,6791.7,903.0,3531.3,2530.6,5689.4,5670.0,5684.1,3427.7,6481.1,2659.1,3444.6,5125.0,2994.4,4057.9,7566.9,7846.3,6382.6,6717.4,5391.1,5648.0,879.3,116.2,5566.6,6106.3,0.0,5114.5,5889.0,5487.8,4869.7,6563.5,5464.2,5420.9,4889.5,5532.6,5050.4,5164.3,3387.1,2198.5,5943.4,5651.5,1955.5,5206.1,5707.5,4973.7,8070.0,3483.3,5361.7,4892.6,887.7,6333.2,3228.5,5208.5,4896.1,5663.4,6434.2,5687.3,8228.2,6796.9,3411.8,6943.3,5782.5,5695.2,2216.6,3495.9,2191.5,5679.9,5641.9,9052.6,5654.1,5166.7,4432.9,6495.8,4392.0,3066.3,2060.7,665.7,5267.3,7197.8,4844.2,2066.3,5121.3,7286.4,8356.7,2274.6,8232.5,2112.2,131.9,5092.6,4776.6,6431.7,2247.5,6590.2,5163.4,5252.7,3406.6,6614.1,2306.2,5685.4,6792.8,890.4,8139.1,8179.3,5625.7,5624.1,5650.9,5753.2
Kiwi Sykkylven,1994.8,4625.0,7379.1,7415.3,3551.4,3006.5,3859.7,2652.3,3479.4,3477.3,1877.4,3489.9,9344.7,7464.7,4016.7,73.3,2780.9,10846.7,7743.7,2704.6,2655.5,1886.4,11689.8,550.1,6614.8,2659.0,4739.2,3223.8,5215.5,2688.8,2531.4,4941.8,4330.8,2217.5,3191.2,2605.7,2625.5,2455.2,7362.9,2664.4,2231.3,2657.4,2619.2,7432.6,1673.3,4006.6,2382.6,1874.8,31.9,3414.4,4283.9,2646.0,2679.2,7447.7,4757.4,2756.2,2870.8,2680.7,7434.8,7385.8,2683.7,2662.6,10722.9,4308.6,7405.8,5389.9,2683.4,2664.0,2678.1,6653.4,3475.1,5985.4,3536.2,8350.7,6320.7,7283.6,12241.3,3945.4,2879.6,3711.4,10065.5,2642.0,4252.4,5076.0,2560.6,2345.8,5101.3,0.0,2883.0,2481.8,1863.7,10494.7,2458.2,2414.9,1519.2,2526.6,2541.2,2179.5,6612.8,4738.5,2937.4,2645.5,5281.8,2696.9,2701.5,1967.7,4169.1,7414.5,2355.7,1886.6,4259.3,10264.4,6554.8,2202.5,1890.1,2657.4,11108.6,2681.3,5243.4,10728.1,6637.5,10169.0,2776.5,2689.2,4760.7,7370.4,4809.2,2673.9,2635.9,5549.6,2648.1,2181.9,1916.3,3162.9,9066.4,6392.6,5286.4,4538.3,2758.1,11129.0,1838.2,4880.0,2035.9,3783.4,4455.8,4673.7,5247.7,3023.3,5040.6,2086.6,1742.2,3425.7,4828.9,2689.3,2178.6,2217.6,6632.3,3608.1,4586.5,2679.4,10724.0,4241.0,4238.2,4278.4,2619.7,2618.1,2644.9,2747.2
SKARBØVIKGATA 25,1527.2,4157.4,9847.0,9883.2,3173.7,5803.3,1717.9,236.8,3101.7,3099.6,1040.5,3112.2,10778.4,9283.8,3549.1,2908.8,2313.3,12233.0,10211.6,2758.6,301.8,1173.4,11524.6,3346.9,9082.7,238.5,4271.6,1082.0,5568.2,2311.1,2063.8,5719.4,5108.4,1873.6,1049.4,305.1,318.7,455.9,9182.0,243.0,5028.1,303.7,287.2,9251.7,1320.5,3539.0,616.9,1086.3,2841.8,1272.6,5061.5,302.6,240.8,9266.8,5535.0,2288.6,11.5,2734.7,9253.9,9204.9,262.3,241.2,12109.2,5086.2,9224.9,8186.7,262.0,242.6,324.4,9121.3,1333.3,5517.8,6333.0,10331.3,5853.1,9751.5,12076.1,3999.4,2501.9,1569.6,9900.3,288.3,5030.0,5853.6,334.3,2259.4,5878.9,2877.0,0.0,499.7,1134.7,11881.0,692.5,655.6,1437.0,508.4,2073.6,4976.3,9080.7,4270.9,134.8,252.9,4814.2,2229.3,180.8,1081.3,4223.1,9176.9,827.0,1047.2,5036.9,12026.8,6087.2,786.2,1052.8,303.7,10943.4,292.2,5596.1,12114.4,9105.4,12636.9,215.3,335.5,4293.1,9189.5,4341.6,208.4,313.6,5171.9,325.8,4978.7,1448.7,1348.0,8901.2,5925.0,7754.3,5315.9,2290.5,12515.3,1126.6,4412.4,4832.7,3405.7,4509.8,4206.1,5600.4,3800.9,5818.2,906.6,1407.3,1283.9,4361.3,2743.3,4975.4,5014.4,9100.2,1466.3,4118.9,325.7,12110.3,5018.6,4292.2,4332.4,286.8,306.5,291.2,186.0
NØRVEGATA 23,1148.7,3778.9,9468.5,9504.7,2829.0,5424.8,1462.7,255.3,2757.0,2754.9,662.0,2767.5,10399.9,8905.3,3170.6,2530.3,1934.8,11854.5,9833.1,2380.1,258.5,794.9,11146.1,2968.4,8704.2,262.0,3893.1,826.8,5189.7,1966.4,1685.3,5340.9,4729.9,1495.1,794.2,208.7,228.5,51.2,8803.5,267.4,4649.6,260.4,222.2,8873.2,942.0,3160.5,202.1,707.8,2463.3,1017.4,4683.0,249.0,282.2,8888.3,5156.5,1910.1,473.8,2356.2,8875.4,8826.4,286.7,265.6,11730.7,4707.7,8846.4,7808.2,286.4,267.0,281.1,8742.8,1078.1,5139.3,5954.5,9952.8,5474.6,9373.0,11697.6,3620.9,2157.2,1314.4,9521.8,245.0,4651.5,5475.1,163.6,1880.9,5500.4,2498.5,486.0,0.0,756.2,11502.5,236.5,274.4,1058.5,122.6,1695.1,4597.8,8702.2,3892.4,540.4,248.5,4435.7,1850.8,304.5,702.8,3844.6,8798.4,445.8,668.7,4658.4,11648.3,5708.7,407.7,674.3,260.4,10564.9,284.3,5217.6,11735.9,8726.9,12258.4,379.5,292.2,3914.6,8811.0,3963.1,276.9,238.9,4827.2,251.1,4600.2,1070.2,1092.8,8522.7,5546.5,7375.8,4937.4,1912.0,12136.8,748.1,4033.9,4454.2,3061.0,4131.3,3827.6,5221.9,3422.4,5439.7,528.1,1028.8,1028.7,3982.8,2364.8,4596.9,4635.9,8721.7,1211.1,3740.4,282.4,11731.8,4640.1,3913.7,3953.9,222.7,221.1,247.9,350.2
SPJELKAVIKVEGEN 42,512.7,3142.9,8832.5,8868.7,2258.5,4788.8,2123.8,916.4,2186.5,2184.4,107.5,2197.0,9763.9,8269.3,2534.6,1894.3,1298.8,11218.5,9197.1,1809.6,919.6,59.8,10510.1,2332.4,8068.2,923.1,3257.1,1487.9,4619.2,1395.9,1049.3,4704.9,4093.9,924.6,1455.3,869.8,889.6,719.3,8167.5,928.5,4013.6,921.5,883.3,8237.2,306.0,2524.5,646.7,139.2,1827.3,1678.5,4047.0,910.1,943.3,8252.3,4520.5,1274.1,1134.9,1785.7,8239.4,8190.4,947.8,926.7,11094.7,4071.7,8210.4,7172.2,947.5,928.1,942.2,8106.8,1739.2,4503.3,5318.5,9382.3,4838.6,8737.0,11061.6,3050.4,1586.7,1975.5,8885.8,906.1,4015.5,4839.1,824.7,1310.4,4864.4,1862.5,1147.1,745.9,0.0,10866.5,722.3,660.0,422.5,790.7,1059.1,3961.8,8066.2,3256.4,1201.5,909.6,3799.7,1214.8,965.6,160.5,3274.1,8162.4,600.8,116.7,4022.4,11012.3,5072.7,447.6,158.1,921.5,9928.9,945.4,4647.1,11099.9,8090.9,11622.4,1040.6,953.3,3278.6,8175.0,3327.1,938.0,900.0,4256.7,912.2,3964.2,434.2,1753.9,7886.7,4910.5,6739.8,4301.4,1276.0,11500.8,22.4,3397.9,3818.2,2490.5,3560.8,3191.6,4651.4,2786.4,4803.7,354.6,392.8,1689.8,3346.8,1794.3,3960.9,3999.9,8085.7,1872.2,3104.4,943.5,11095.8,4004.1,3343.2,3383.4,883.8,882.2,909.0,1011.3
Kiwi Deknepollen,10558.5,7858.2,6577.0,6613.2,12842.6,9509.7,12653.9,11446.5,12770.6,12768.5,10671.6,12781.1,1153.5,3138.8,8409.2,10480.3,11078.3,402.2,6941.6,12393.7,11449.7,10680.6,3588.8,9965.2,5812.7,11453.2,7804.4,12018.0,11718.7,11980.0,10828.8,6042.9,6747.3,11508.7,11985.4,11399.9,11419.7,11249.4,3140.1,11458.6,8734.5,11451.6,11413.4,3228.4,10561.2,8406.0,11176.8,10669.0,10488.3,12208.6,6660.3,11440.2,11473.4,3243.5,6382.7,11053.6,11665.0,12369.8,3171.2,3181.6,11477.9,11456.8,278.4,6691.2,3197.2,6049.0,11477.6,11458.2,11472.3,5851.3,12269.3,6416.6,6963.0,7548.6,6061.4,6481.5,4140.3,11854.0,12170.8,12505.6,2017.8,11436.2,6667.5,6203.5,11354.8,11894.5,6202.4,10498.5,11677.2,11276.0,10657.9,0.0,11252.4,11209.1,10677.7,11320.8,10838.6,8682.7,5810.7,7803.7,11731.6,11439.7,7175.9,10994.3,11495.7,10761.9,13858.2,3166.4,11149.9,10680.8,6675.9,4108.7,8448.9,10996.7,10684.3,11451.6,2817.7,11475.5,11746.6,283.6,5835.4,8016.4,11570.7,11483.4,7821.8,3200.7,7796.7,11468.1,11430.1,14840.8,11442.3,8685.1,10221.1,12284.0,3231.2,8286.7,5263.2,6453.9,11055.5,684.5,10632.4,7671.5,8639.7,13074.6,14144.9,7879.8,11750.9,7900.4,6185.7,10880.8,10564.8,12219.9,7852.7,12378.4,8681.8,8771.1,5830.2,12402.3,7911.4,11473.6,279.5,6678.6,13927.3,13967.5,11413.9,11412.3,11439.1,11541.4
"Eggesbønes, 6008 Ålesund",1120.2,3750.4,9440.0,9476.2,2800.5,5396.3,1642.8,435.4,2728.5,2726.4,633.5,2739.0,10371.4,8876.8,3142.1,2501.8,1906.3,11826.0,9804.6,2351.6,438.6,766.4,11117.6,2939.9,8675.7,442.1,3864.6,1006.9,5161.2,1937.9,1656.8,5312.4,4701.4,1466.6,974.3,388.8,408.6,238.3,8775.0,447.5,4621.1,440.5,402.3,8844.7,913.5,3132.0,157.0,679.3,2434.8,1197.5,4654.5,429.1,462.3,8859.8,5128.0,1881.6,653.9,2327.7,8846.9,8797.9,466.8,445.7,11702.2,4679.2,8817.9,7779.7,466.5,447.1,461.2,8714.3,1258.2,5110.8,5926.0,9924.3,5446.1,9344.5,11669.1,3592.4,2128.7,1494.5,9493.3,425.1,4623.0,5446.6,343.7,1852.4,5471.9,2470.0,666.1,232.2,727.7,11474.0,0.0,218.6,1030.0,309.7,1666.6,4569.3,8673.7,3863.9,720.5,428.6,4407.2,1822.3,484.6,674.3,3816.1,8769.9,390.0,640.2,4629.9,11619.8,5680.2,379.2,645.8,440.5,10536.4,464.4,5189.1,11707.4,8698.4,12229.9,559.6,472.3,3886.1,8782.5,3934.6,457.0,419.0,4798.7,431.2,4571.7,1041.7,1272.9,8494.2,5518.0,7347.3,4908.9,1883.5,12108.3,719.6,4005.4,4425.7,3032.5,4102.8,3799.1,5193.4,3393.9,5411.2,499.6,1000.3,1208.8,3954.3,2336.3,4568.4,4607.4,8693.2,1391.2,3711.9,462.5,11703.3,4611.6,3885.2,3925.4,402.8,401.2,428.0,530.3
NEDRE KLOKKERSUNDVEGEN 2,1050.8,3681.0,9370.6,9406.8,2743.4,5326.9,1650.4,443.0,2671.4,2669.3,553.4,2681.9,10302.0,8807.4,3072.7,2432.4,1836.9,11756.6,9735.2,2294.5,446.2,698.4,11048.2,2870.5,8606.3,449.7,3795.2,1014.5,5104.1,1880.8,1587.4,5243.0,4632.0,1409.5,981.9,396.4,416.2,245.9,8705.6,455.1,4551.7,448.1,409.9,8775.3,844.1,3062.6,138.1,599.2,2365.4,1205.1,4585.1,436.7,469.9,8790.4,5058.6,1812.2,661.5,2270.6,8777.5,8728.5,474.4,453.3,11632.8,4609.8,8748.5,7710.3,474.1,454.7,468.8,8644.9,1265.8,5041.4,5856.6,9867.2,5376.7,9275.1,11599.7,3535.3,2071.6,1502.1,9423.9,432.7,4553.6,5377.2,351.3,1795.3,5402.5,2400.6,673.7,272.5,670.6,11404.6,230.7,0.0,960.6,317.3,1597.2,4499.9,8604.3,3794.5,728.1,436.2,4337.8,1752.9,492.2,617.2,3759.0,8700.5,233.7,583.1,4560.5,11550.4,5610.8,275.6,565.7,448.1,10467.0,472.0,5132.0,11638.0,8629.0,12160.5,567.2,479.9,3816.7,8713.1,3865.2,464.6,426.6,4741.6,438.8,4502.3,972.3,1280.5,8424.8,5448.6,7277.9,4839.5,1814.1,12038.9,650.2,3936.0,4356.3,2975.4,4045.7,3729.7,5136.3,3324.5,5341.8,419.5,930.9,1216.4,3884.9,2279.2,4499.0,4538.0,8623.8,1398.8,3642.5,470.1,11633.9,4542.2,3828.1,3868.3,410.4,408.8,435.6,537.9
