algorithm,instance,run,best_cost,iteration_found_best
DRLH,RC1_6_2.TXT,8,18929.66,884
DRLH,RC1_6_2.TXT,9,18839.90,998
DRLH,RC1_6_2.TXT,10,19024.34,979
DRLH,RC1_6_3.TXT,1,18128.17,997
DRLH,RC1_6_3.TXT,2,18600.78,998
DRLH,RC1_6_3.TXT,3,18492.23,999
DRLH,RC1_6_3.TXT,4,18065.28,1000
DRLH,RC1_6_3.TXT,5,18106.14,1000
DRLH,RC1_6_3.TXT,6,17994.36,999
DRLH,RC1_6_3.TXT,7,18387.04,1000
DRLH,RC1_6_3.TXT,8,17939.64,1000
DRLH,RC1_6_3.TXT,9,18118.26,999
DRLH,RC1_6_3.TXT,10,18070.91,998
DRLH,RC1_6_4.TXT,1,18054.14,997
DRLH,RC1_6_4.TXT,2,17948.48,999
DRLH,RC1_6_4.TXT,3,18071.09,999
DRLH,RC1_6_4.TXT,4,18103.27,992
DRLH,RC1_6_4.TXT,5,18284.75,1000
DRLH,RC1_6_4.TXT,6,18154.87,999
DRLH,RC1_6_4.TXT,7,19026.22,1000
DRLH,RC1_6_4.TXT,8,18067.87,995
DRLH,RC1_6_4.TXT,9,18134.17,995
DRLH,RC1_6_4.TXT,10,18285.87,941
DRLH,RC1_6_5.TXT,1,19117.22,998
DRLH,RC1_6_5.TXT,2,19171.36,924
DRLH,RC1_6_5.TXT,3,19778.81,999
DRLH,RC1_6_5.TXT,4,19121.17,997
DRLH,RC1_6_5.TXT,5,19136.43,955
DRLH,RC1_6_5.TXT,6,19473.46,999
DRLH,RC1_6_5.TXT,7,19522.07,999
DRLH,RC1_6_5.TXT,8,19459.01,964
DRLH,RC1_6_5.TXT,9,19270.49,1000
DRLH,RC1_6_5.TXT,10,19613.46,997
DRLH,RC1_6_6.TXT,1,19329.21,999
DRLH,RC1_6_6.TXT,2,18796.85,1000
DRLH,RC1_6_6.TXT,3,19146.84,999
DRLH,RC1_6_6.TXT,4,18925.52,996
DRLH,RC1_6_6.TXT,5,19100.95,996
DRLH,RC1_6_6.TXT,6,18921.50,994
DRLH,RC1_6_6.TXT,7,18831.64,974
DRLH,RC1_6_6.TXT,8,18838.56,998
DRLH,RC1_6_6.TXT,9,19306.88,998
DRLH,RC1_6_6.TXT,10,18878.94,965
DRLH,RC1_6_7.TXT,1,18637.41,999
DRLH,RC1_6_7.TXT,2,18753.19,1000
DRLH,RC1_6_7.TXT,3,18744.63,996
DRLH,RC1_6_7.TXT,4,19060.27,723
DRLH,RC1_6_7.TXT,5,19179.21,991
DRLH,RC1_6_7.TXT,6,18821.56,998
DRLH,RC1_6_7.TXT,7,19078.85,985
DRLH,RC1_6_7.TXT,8,18679.58,999
DRLH,RC1_6_7.TXT,9,18685.51,974
DRLH,RC1_6_7.TXT,10,18899.50,996
DRLH,RC1_6_8.TXT,1,18710.72,999
DRLH,RC1_6_8.TXT,2,18702.09,1000
DRLH,RC1_6_8.TXT,3,18656.61,1000
DRLH,RC1_6_8.TXT,4,18832.33,999
DRLH,RC1_6_8.TXT,5,18775.27,990
DRLH,RC1_6_8.TXT,6,18633.53,883
DRLH,RC1_6_8.TXT,7,18642.38,1000
DRLH,RC1_6_8.TXT,8,18651.38,983
DRLH,RC1_6_8.TXT,9,18706.50,999
DRLH,RC1_6_8.TXT,10,18818.47,836
DRLH,RC1_6_9.TXT,1,18613.50,989
DRLH,RC1_6_9.TXT,2,18657.67,994
DRLH,RC1_6_9.TXT,3,18446.74,1000
DRLH,RC1_6_9.TXT,4,18380.95,848
DRLH,RC1_6_9.TXT,5,18550.89,956
DRLH,RC1_6_9.TXT,6,18618.28,966
DRLH,RC1_6_9.TXT,7,18342.77,998
DRLH,RC1_6_9.TXT,8,18448.50,988
DRLH,RC1_6_9.TXT,9,18514.96,988
DRLH,RC1_6_9.TXT,10,18370.59,997
DRLH,RC2_6_1.TXT,1,14653.14,901
DRLH,RC2_6_1.TXT,2,14458.08,936
DRLH,RC2_6_1.TXT,3,14860.28,999
DRLH,RC2_6_1.TXT,4,14510.30,944
DRLH,RC2_6_1.TXT,5,14020.27,999
DRLH,RC2_6_1.TXT,6,14499.74,992
DRLH,RC2_6_1.TXT,7,14423.15,995
DRLH,RC2_6_1.TXT,8,14497.60,978
DRLH,RC2_6_1.TXT,9,14596.29,995
DRLH,RC2_6_1.TXT,10,14622.46,1000
DRLH,RC2_6_10.TXT,1,12837.95,1000
DRLH,RC2_6_10.TXT,2,12212.72,999
DRLH,RC2_6_10.TXT,3,12952.91,994
DRLH,RC2_6_10.TXT,4,13094.78,998
DRLH,RC2_6_10.TXT,5,13216.89,1000
DRLH,RC2_6_10.TXT,6,12714.00,992
DRLH,RC2_6_10.TXT,7,12348.88,1000
DRLH,RC2_6_10.TXT,8,12711.28,999
DRLH,RC2_6_10.TXT,9,12339.77,999
DRLH,RC2_6_10.TXT,10,12450.37,997
DRLH,RC2_6_2.TXT,1,13416.01,989
DRLH,RC2_6_2.TXT,2,13200.59,997
DRLH,RC2_6_2.TXT,3,12965.06,900
DRLH,RC2_6_2.TXT,4,14141.29,998
DRLH,RC2_6_2.TXT,5,12656.54,992
DRLH,RC2_6_2.TXT,6,13292.56,989
DRLH,RC2_6_2.TXT,7,13751.46,1000
DRLH,RC2_6_2.TXT,8,13496.18,1000
DRLH,RC2_6_2.TXT,9,13631.69,997
DRLH,RC2_6_2.TXT,10,13077.37,863
DRLH,RC2_6_3.TXT,1,12032.99,974
DRLH,RC2_6_3.TXT,2,12244.88,994
DRLH,RC2_6_3.TXT,3,11554.67,1000
DRLH,RC2_6_3.TXT,4,11600.00,997
DRLH,RC2_6_3.TXT,5,11990.38,999
DRLH,RC2_6_3.TXT,6,12334.06,1000
DRLH,RC2_6_3.TXT,7,12090.99,1000
DRLH,RC2_6_3.TXT,8,11537.73,987
DRLH,RC2_6_3.TXT,9,11402.77,996
DRLH,RC2_6_3.TXT,10,12021.80,1000
DRLH,RC2_6_4.TXT,1,11061.68,1000
DRLH,RC2_6_4.TXT,2,10917.26,999
DRLH,RC2_6_4.TXT,3,10296.82,999
DRLH,RC2_6_4.TXT,4,10762.22,999
