algorithm,instance,run,best_cost,iteration_found_best
RRT,RC1_6_2.TXT,1,17819.72,4994
RRT,RC1_6_2.TXT,2,17899.56,4999
RRT,RC1_6_2.TXT,3,18029.99,4998
RRT,RC1_6_2.TXT,4,18257.32,4991
RRT,RC1_6_2.TXT,5,18350.80,4997
RRT,RC1_6_2.TXT,6,18046.01,4993
RRT,RC1_6_2.TXT,7,18012.21,4998
RRT,RC1_6_2.TXT,8,18104.25,4987
RRT,RC1_6_2.TXT,9,17785.09,4993
RRT,RC1_6_2.TXT,10,18192.61,4995
RRT,RC1_6_3.TXT,1,17726.27,4989
RRT,RC1_6_3.TXT,2,17936.05,4995
RRT,RC1_6_3.TXT,3,17855.86,4998
RRT,RC1_6_3.TXT,4,17553.98,4997
RRT,RC1_6_3.TXT,5,18135.35,4999
RRT,RC1_6_3.TXT,6,17701.60,4999
RRT,RC1_6_3.TXT,7,17881.67,4980
RRT,RC1_6_3.TXT,8,17887.17,4999
RRT,RC1_6_3.TXT,9,17865.31,4998
RRT,RC1_6_3.TXT,10,18159.99,4992
RRT,RC1_6_4.TXT,1,18152.29,4978
RRT,RC1_6_4.TXT,2,17778.48,4989
RRT,RC1_6_4.TXT,3,18183.20,4998
RRT,RC1_6_4.TXT,4,18049.23,4993
RRT,RC1_6_4.TXT,5,17832.03,4994
RRT,RC1_6_4.TXT,6,17452.19,4994
RRT,RC1_6_4.TXT,7,18146.14,4998
RRT,RC1_6_4.TXT,8,17679.28,4999
RRT,RC1_6_4.TXT,9,17995.44,4999
RRT,RC1_6_4.TXT,10,17894.08,4999
RRT,RC1_6_5.TXT,1,18715.70,4996
RRT,RC1_6_5.TXT,2,18673.35,4999
RRT,RC1_6_5.TXT,3,18667.83,4999
RRT,RC1_6_5.TXT,4,18802.14,4974
RRT,RC1_6_5.TXT,5,18891.13,4991
RRT,RC1_6_5.TXT,6,18921.74,4995
RRT,RC1_6_5.TXT,7,18446.36,4996
RRT,RC1_6_5.TXT,8,18640.74,4999
RRT,RC1_6_5.TXT,9,18659.17,4979
RRT,RC1_6_5.TXT,10,18653.86,4998
RRT,RC1_6_6.TXT,1,18584.88,4990
RRT,RC1_6_6.TXT,2,18603.84,4991
RRT,RC1_6_6.TXT,3,18321.68,4995
RRT,RC1_6_6.TXT,4,18809.96,4989
RRT,RC1_6_6.TXT,5,18604.50,4999
RRT,RC1_6_6.TXT,6,18656.95,4996
RRT,RC1_6_6.TXT,7,18475.28,4999
RRT,RC1_6_6.TXT,8,18790.12,4943
RRT,RC1_6_6.TXT,9,18497.36,4997
RRT,RC1_6_6.TXT,10,18729.96,4999
RRT,RC1_6_7.TXT,1,18455.93,4993
RRT,RC1_6_7.TXT,2,18513.09,4992
RRT,RC1_6_7.TXT,3,18167.56,4997
RRT,RC1_6_7.TXT,4,18159.66,4996
RRT,RC1_6_7.TXT,5,18463.77,4995
RRT,RC1_6_7.TXT,6,18397.07,4999
